[INFO] [2024-09-20 00:01:12] org.apache.curator.framework.imps.CuratorFrameworkImpl.start(304) | Starting
[INFO] [2024-09-20 00:01:12] org.apache.zookeeper.Environment.logEnv(98) | Client environment:os.arch=x86_64
[INFO] [2024-09-20 00:01:12] org.apache.zookeeper.Environment.logEnv(98) | Client environment:os.version=10.16
[INFO] [2024-09-20 00:01:12] org.apache.zookeeper.Environment.logEnv(98) | Client environment:user.name=alex_shen
[INFO] [2024-09-20 00:01:12] org.apache.zookeeper.Environment.logEnv(98) | Client environment:user.home=/Users/alex_shen
[INFO] [2024-09-20 00:01:12] org.apache.zookeeper.Environment.logEnv(98) | Client environment:user.dir=/Users/alex_shen/Projects/everything-has-demo/zookeeper
[INFO] [2024-09-20 00:01:12] org.apache.zookeeper.Environment.logEnv(98) | Client environment:os.memory.free=460MB
[INFO] [2024-09-20 00:01:12] org.apache.zookeeper.Environment.logEnv(98) | Client environment:os.memory.max=7282MB
[INFO] [2024-09-20 00:01:12] org.apache.zookeeper.Environment.logEnv(98) | Client environment:os.memory.total=491MB
[INFO] [2024-09-20 00:01:12] org.apache.zookeeper.ZooKeeper.<init>(1005) | Initiating client connection, connectString=localhost:2182 sessionTimeout=60000 watcher=org.apache.curator.ConnectionState@1d16f93d
[INFO] [2024-09-20 00:01:12] org.apache.zookeeper.common.X509Util.<clinit>(77) | Setting -D jdk.tls.rejectClientInitiatedRenegotiation=true to disable client-initiated TLS renegotiation
[INFO] [2024-09-20 00:01:12] org.apache.zookeeper.ClientCnxnSocket.initProperties(239) | jute.maxbuffer value is 1048575 Bytes
[INFO] [2024-09-20 00:01:12] org.apache.zookeeper.ClientCnxn.initRequestTimeout(1703) | zookeeper.request.timeout value is 0. feature enabled=false
[INFO] [2024-09-20 00:01:12] org.apache.zookeeper.ClientCnxn$SendThread.logStartConnect(1154) | Opening socket connection to server localhost/127.0.0.1:2182.
[INFO] [2024-09-20 00:01:12] org.apache.zookeeper.ClientCnxn$SendThread.logStartConnect(1156) | SASL config status: Will not attempt to authenticate using SASL (unknown error)
[INFO] [2024-09-20 00:01:12] org.apache.curator.framework.imps.CuratorFrameworkImpl.start(352) | Default schema
[INFO] [2024-09-20 00:01:12] org.apache.zookeeper.ClientCnxn$SendThread.primeConnection(986) | Socket connection established, initiating session, client: /127.0.0.1:54245, server: localhost/127.0.0.1:2182
[INFO] [2024-09-20 00:01:12] org.apache.zookeeper.ClientCnxn$SendThread.onConnected(1420) | Session establishment complete on server localhost/127.0.0.1:2182, session id = 0x10008d34c280006, negotiated timeout = 40000
[INFO] [2024-09-20 00:01:12] org.apache.curator.framework.state.ConnectionStateManager.postState(250) | State change: CONNECTED
[INFO] [2024-09-20 00:01:12] org.apache.curator.framework.imps.EnsembleTracker.processConfigData(201) | New config event received: {}
[INFO] [2024-09-20 00:01:12] org.apache.curator.framework.imps.EnsembleTracker.processConfigData(201) | New config event received: {}
[INFO] [2024-09-20 00:01:12] org.apache.curator.framework.imps.CuratorFrameworkImpl.backgroundOperationsLoop(964) | backgroundOperationsLoop exiting
[INFO] [2024-09-20 00:01:12] org.apache.zookeeper.ZooKeeper.close(1618) | Session: 0x10008d34c280006 closed
[INFO] [2024-09-20 00:01:12] org.apache.zookeeper.ClientCnxn$EventThread.run(566) | EventThread shut down for session: 0x10008d34c280006
[INFO] [2024-09-20 00:16:00] org.apache.curator.framework.imps.CuratorFrameworkImpl.start(304) | Starting
[INFO] [2024-09-20 00:16:00] org.apache.zookeeper.Environment.logEnv(98) | Client environment:zookeeper.version=3.6.0--b4c89dc7f6083829e18fae6e446907ae0b1f22d7, built on 02/25/2020 14:38 GMT
[INFO] [2024-09-20 00:16:00] org.apache.zookeeper.Environment.logEnv(98) | Client environment:host.name=192.168.1.12
[INFO] [2024-09-20 00:16:00] org.apache.zookeeper.Environment.logEnv(98) | Client environment:java.version=1.8.0_302
[INFO] [2024-09-20 00:16:00] org.apache.zookeeper.Environment.logEnv(98) | Client environment:java.vendor=Temurin
[INFO] [2024-09-20 00:16:00] org.apache.zookeeper.Environment.logEnv(98) | Client environment:java.home=/Library/Java/JavaVirtualMachines/temurin-8.jdk/Contents/Home/jre
[INFO] [2024-09-20 00:16:00] org.apache.zookeeper.Environment.logEnv(98) | Client environment:java.class.path=/Applications/IntelliJ IDEA.app/Contents/lib/idea_rt.jar:/Applications/IntelliJ IDEA.app/Contents/plugins/junit/lib/junit5-rt.jar:/Applications/IntelliJ IDEA.app/Contents/plugins/junit/lib/junit-rt.jar:/Library/Java/JavaVirtualMachines/temurin-8.jdk/Contents/Home/jre/lib/charsets.jar:/Library/Java/JavaVirtualMachines/temurin-8.jdk/Contents/Home/jre/lib/ext/cldrdata.jar:/Library/Java/JavaVirtualMachines/temurin-8.jdk/Contents/Home/jre/lib/ext/dnsns.jar:/Library/Java/JavaVirtualMachines/temurin-8.jdk/Contents/Home/jre/lib/ext/jaccess.jar:/Library/Java/JavaVirtualMachines/temurin-8.jdk/Contents/Home/jre/lib/ext/localedata.jar:/Library/Java/JavaVirtualMachines/temurin-8.jdk/Contents/Home/jre/lib/ext/nashorn.jar:/Library/Java/JavaVirtualMachines/temurin-8.jdk/Contents/Home/jre/lib/ext/sunec.jar:/Library/Java/JavaVirtualMachines/temurin-8.jdk/Contents/Home/jre/lib/ext/sunjce_provider.jar:/Library/Java/JavaVirtualMachines/temurin-8.jdk/Contents/Home/jre/lib/ext/sunpkcs11.jar:/Library/Java/JavaVirtualMachines/temurin-8.jdk/Contents/Home/jre/lib/ext/zipfs.jar:/Library/Java/JavaVirtualMachines/temurin-8.jdk/Contents/Home/jre/lib/jce.jar:/Library/Java/JavaVirtualMachines/temurin-8.jdk/Contents/Home/jre/lib/jfr.jar:/Library/Java/JavaVirtualMachines/temurin-8.jdk/Contents/Home/jre/lib/jsse.jar:/Library/Java/JavaVirtualMachines/temurin-8.jdk/Contents/Home/jre/lib/management-agent.jar:/Library/Java/JavaVirtualMachines/temurin-8.jdk/Contents/Home/jre/lib/resources.jar:/Library/Java/JavaVirtualMachines/temurin-8.jdk/Contents/Home/jre/lib/rt.jar:/Library/Java/JavaVirtualMachines/temurin-8.jdk/Contents/Home/lib/dt.jar:/Library/Java/JavaVirtualMachines/temurin-8.jdk/Contents/Home/lib/jconsole.jar:/Library/Java/JavaVirtualMachines/temurin-8.jdk/Contents/Home/lib/sa-jdi.jar:/Library/Java/JavaVirtualMachines/temurin-8.jdk/Contents/Home/lib/tools.jar:/Users/alex_shen/Projects/everything-has-demo/zookeeper/target/test-classes:/Users/alex_shen/Projects/everything-has-demo/zookeeper/target/classes:/Users/alex_shen/dev-ops/apache-maven-3.9.6/repository/junit/junit/4.10/junit-4.10.jar:/Users/alex_shen/dev-ops/apache-maven-3.9.6/repository/org/hamcrest/hamcrest-core/1.1/hamcrest-core-1.1.jar:/Users/alex_shen/dev-ops/apache-maven-3.9.6/repository/org/apache/curator/curator-framework/5.1.0/curator-framework-5.1.0.jar:/Users/alex_shen/dev-ops/apache-maven-3.9.6/repository/org/apache/curator/curator-client/5.1.0/curator-client-5.1.0.jar:/Users/alex_shen/dev-ops/apache-maven-3.9.6/repository/org/apache/zookeeper/zookeeper/3.6.0/zookeeper-3.6.0.jar:/Users/alex_shen/dev-ops/apache-maven-3.9.6/repository/commons-lang/commons-lang/2.6/commons-lang-2.6.jar:/Users/alex_shen/dev-ops/apache-maven-3.9.6/repository/org/apache/zookeeper/zookeeper-jute/3.6.0/zookeeper-jute-3.6.0.jar:/Users/alex_shen/dev-ops/apache-maven-3.9.6/repository/org/apache/yetus/audience-annotations/0.5.0/audience-annotations-0.5.0.jar:/Users/alex_shen/dev-ops/apache-maven-3.9.6/repository/io/netty/netty-handler/4.1.45.Final/netty-handler-4.1.45.Final.jar:/Users/alex_shen/dev-ops/apache-maven-3.9.6/repository/io/netty/netty-common/4.1.45.Final/netty-common-4.1.45.Final.jar:/Users/alex_shen/dev-ops/apache-maven-3.9.6/repository/io/netty/netty-buffer/4.1.45.Final/netty-buffer-4.1.45.Final.jar:/Users/alex_shen/dev-ops/apache-maven-3.9.6/repository/io/netty/netty-transport/4.1.45.Final/netty-transport-4.1.45.Final.jar:/Users/alex_shen/dev-ops/apache-maven-3.9.6/repository/io/netty/netty-resolver/4.1.45.Final/netty-resolver-4.1.45.Final.jar:/Users/alex_shen/dev-ops/apache-maven-3.9.6/repository/io/netty/netty-codec/4.1.45.Final/netty-codec-4.1.45.Final.jar:/Users/alex_shen/dev-ops/apache-maven-3.9.6/repository/io/netty/netty-transport-native-epoll/4.1.45.Final/netty-transport-native-epoll-4.1.45.Final.jar:/Users/alex_shen/dev-ops/apache-maven-3.9.6/repository/io/netty/netty-transport-native-unix-common/4.1.45.Final/netty-transport-native-unix-common-4.1.45.Final.jar:/Users/alex_shen/dev-ops/apache-maven-3.9.6/repository/log4j/log4j/1.2.17/log4j-1.2.17.jar:/Users/alex_shen/dev-ops/apache-maven-3.9.6/repository/com/google/guava/guava/27.0.1-jre/guava-27.0.1-jre.jar:/Users/alex_shen/dev-ops/apache-maven-3.9.6/repository/com/google/guava/failureaccess/1.0.1/failureaccess-1.0.1.jar:/Users/alex_shen/dev-ops/apache-maven-3.9.6/repository/com/google/guava/listenablefuture/9999.0-empty-to-avoid-conflict-with-guava/listenablefuture-9999.0-empty-to-avoid-conflict-with-guava.jar:/Users/alex_shen/dev-ops/apache-maven-3.9.6/repository/com/google/code/findbugs/jsr305/3.0.2/jsr305-3.0.2.jar:/Users/alex_shen/dev-ops/apache-maven-3.9.6/repository/org/checkerframework/checker-qual/2.5.2/checker-qual-2.5.2.jar:/Users/alex_shen/dev-ops/apache-maven-3.9.6/repository/com/google/errorprone/error_prone_annotations/2.2.0/error_prone_annotations-2.2.0.jar:/Users/alex_shen/dev-ops/apache-maven-3.9.6/repository/com/google/j2objc/j2objc-annotations/1.1/j2objc-annotations-1.1.jar:/Users/alex_shen/dev-ops/apache-maven-3.9.6/repository/org/codehaus/mojo/animal-sniffer-annotations/1.17/animal-sniffer-annotations-1.17.jar:/Users/alex_shen/dev-ops/apache-maven-3.9.6/repository/org/apache/curator/curator-recipes/5.1.0/curator-recipes-5.1.0.jar:/Users/alex_shen/dev-ops/apache-maven-3.9.6/repository/org/slf4j/slf4j-api/1.7.36/slf4j-api-1.7.36.jar:/Users/alex_shen/dev-ops/apache-maven-3.9.6/repository/org/slf4j/slf4j-reload4j/1.7.36/slf4j-reload4j-1.7.36.jar:/Users/alex_shen/dev-ops/apache-maven-3.9.6/repository/ch/qos/reload4j/reload4j/1.2.19/reload4j-1.2.19.jar:/Applications/IntelliJ IDEA.app/Contents/lib/idea_rt.jar
[INFO] [2024-09-20 00:16:00] org.apache.zookeeper.Environment.logEnv(98) | Client environment:java.library.path=/Users/alex_shen/Library/Java/Extensions:/Library/Java/Extensions:/Network/Library/Java/Extensions:/System/Library/Java/Extensions:/usr/lib/java:.
[INFO] [2024-09-20 00:16:00] org.apache.zookeeper.Environment.logEnv(98) | Client environment:java.io.tmpdir=/var/folders/vf/8zgbvnkj3h5773xrf73g67_80000gn/T/
[INFO] [2024-09-20 00:16:00] org.apache.zookeeper.Environment.logEnv(98) | Client environment:java.compiler=<NA>
[INFO] [2024-09-20 00:16:00] org.apache.zookeeper.Environment.logEnv(98) | Client environment:os.name=Mac OS X
[INFO] [2024-09-20 00:16:00] org.apache.zookeeper.Environment.logEnv(98) | Client environment:os.arch=x86_64
[INFO] [2024-09-20 00:16:00] org.apache.zookeeper.Environment.logEnv(98) | Client environment:os.version=10.16
[INFO] [2024-09-20 00:16:00] org.apache.zookeeper.Environment.logEnv(98) | Client environment:user.name=alex_shen
[INFO] [2024-09-20 00:16:00] org.apache.zookeeper.Environment.logEnv(98) | Client environment:user.home=/Users/alex_shen
[INFO] [2024-09-20 00:16:00] org.apache.zookeeper.Environment.logEnv(98) | Client environment:user.dir=/Users/alex_shen/Projects/everything-has-demo/zookeeper
[INFO] [2024-09-20 00:16:00] org.apache.zookeeper.Environment.logEnv(98) | Client environment:os.memory.free=460MB
[INFO] [2024-09-20 00:16:00] org.apache.zookeeper.Environment.logEnv(98) | Client environment:os.memory.max=7282MB
[INFO] [2024-09-20 00:16:00] org.apache.zookeeper.Environment.logEnv(98) | Client environment:os.memory.total=491MB
[INFO] [2024-09-20 00:16:00] org.apache.zookeeper.ZooKeeper.<init>(1005) | Initiating client connection, connectString=localhost:2182 sessionTimeout=60000 watcher=org.apache.curator.ConnectionState@1d16f93d
[INFO] [2024-09-20 00:16:00] org.apache.zookeeper.common.X509Util.<clinit>(77) | Setting -D jdk.tls.rejectClientInitiatedRenegotiation=true to disable client-initiated TLS renegotiation
[INFO] [2024-09-20 00:16:00] org.apache.zookeeper.ClientCnxnSocket.initProperties(239) | jute.maxbuffer value is 1048575 Bytes
[INFO] [2024-09-20 00:16:00] org.apache.zookeeper.ClientCnxn.initRequestTimeout(1703) | zookeeper.request.timeout value is 0. feature enabled=false
[INFO] [2024-09-20 00:16:00] org.apache.curator.framework.imps.CuratorFrameworkImpl.start(352) | Default schema
[INFO] [2024-09-20 00:16:00] org.apache.zookeeper.ClientCnxn$SendThread.logStartConnect(1154) | Opening socket connection to server localhost/0:0:0:0:0:0:0:1:2182.
[INFO] [2024-09-20 00:16:00] org.apache.zookeeper.ClientCnxn$SendThread.logStartConnect(1156) | SASL config status: Will not attempt to authenticate using SASL (unknown error)
[INFO] [2024-09-20 00:16:00] org.apache.zookeeper.ClientCnxn$SendThread.primeConnection(986) | Socket connection established, initiating session, client: /0:0:0:0:0:0:0:1:54711, server: localhost/0:0:0:0:0:0:0:1:2182
[INFO] [2024-09-20 00:16:00] org.apache.zookeeper.ClientCnxn$SendThread.onConnected(1420) | Session establishment complete on server localhost/0:0:0:0:0:0:0:1:2182, session id = 0x10008d34c280007, negotiated timeout = 40000
[INFO] [2024-09-20 00:16:00] org.apache.curator.framework.state.ConnectionStateManager.postState(250) | State change: CONNECTED
[INFO] [2024-09-20 00:16:00] org.apache.curator.framework.imps.EnsembleTracker.processConfigData(201) | New config event received: {}
[INFO] [2024-09-20 00:16:00] org.apache.curator.framework.imps.EnsembleTracker.processConfigData(201) | New config event received: {}
[INFO] [2024-09-20 00:16:00] org.apache.curator.framework.imps.CuratorFrameworkImpl.backgroundOperationsLoop(964) | backgroundOperationsLoop exiting
[INFO] [2024-09-20 00:16:00] org.apache.zookeeper.ZooKeeper.close(1618) | Session: 0x10008d34c280007 closed
[INFO] [2024-09-20 00:16:00] org.apache.zookeeper.ClientCnxn$EventThread.run(566) | EventThread shut down for session: 0x10008d34c280007
[INFO] [2024-09-20 00:16:32] org.apache.curator.framework.imps.CuratorFrameworkImpl.start(304) | Starting
[INFO] [2024-09-20 00:16:32] org.apache.zookeeper.Environment.logEnv(98) | Client environment:zookeeper.version=3.6.0--b4c89dc7f6083829e18fae6e446907ae0b1f22d7, built on 02/25/2020 14:38 GMT
[INFO] [2024-09-20 00:16:32] org.apache.zookeeper.Environment.logEnv(98) | Client environment:host.name=192.168.1.68
[INFO] [2024-09-20 00:16:32] org.apache.zookeeper.Environment.logEnv(98) | Client environment:java.version=1.8.0_302
[INFO] [2024-09-20 00:16:32] org.apache.zookeeper.Environment.logEnv(98) | Client environment:java.vendor=Temurin
[INFO] [2024-09-20 00:16:32] org.apache.zookeeper.Environment.logEnv(98) | Client environment:java.home=/Library/Java/JavaVirtualMachines/temurin-8.jdk/Contents/Home/jre
